toban,name,kana,branch
5070,中島航,なかじまわたる,東京
5071,野見山拓己,のみやまたくみ,福岡
5072,吉田杏美,よしだあみ,埼玉
5073,上原健次郎,うえはらけんじろう,福岡
5074,大澤誠也,おおさわせいや,愛知
5075,中島秀治,なかじましゅうじ,滋賀
5076,石原光,いしはらひかる,静岡
5077,滝沢崚,たきざわりょう,埼玉
5078,山川波乙,やまかわはお,三重
5079,大石真央,おおいしまお,静岡
5081,篠原飛翔,しのはらつばさ,福岡
5082,一色凌雅,いっしきりょうが,愛知
5083,柳瀬幹太,やなせかんた,山口
5084,末永和也,すえながかずや,佐賀
5085,中村栄治,なかむらえいじ,福井
5086,本村大,もとむらだい,長崎
5087,佐藤航,さとうこう,埼玉
5088,高憧四季,たかはたしき,大阪
5089,前田翔,まえだかける,愛知
5090,生方靖亜,うぶかたせいあ,群馬
5091,為本智也,ためもとともや,福井
5092,篠原晟弥,しのはらせいや,福岡
5093,浦野海,うらのかい,福岡
5095,小原聡将,おはらとしゆき,東京
5096,上原崚,うえはらりょう,東京
5098,大江純,おおえじゅん,愛知
5100,栗原一馬,くりはらかずま,群馬
5101,表健太,おもてけんた,福岡
5102,原田雄次,はらだゆうじ,福岡
5103,芝田京介,しばたきょうすけ,埼玉
5104,山田丈,やまだじょう,福岡
5105,富田恕生,とみたじょう,福岡
5106,山崎祥,やまさきしょう,山口
5107,松本真広,まつもとまさひろ,福岡
5108,柴田愛梨,しばたあいり,群馬
5109,川崎智稔,かわさきともなり,岡山
5110,杉山喜一,すぎやまきいち,静岡
5111,三村岳人,みむらがくと,岡山
5112,砂長知輝,すなながともき,埼玉
5113,黒明花夢,くろみょうはなむ,岡山
5114,小林孝彰,こばやしたかあき,福井
5115,香川颯太,かがわそうた,滋賀
5116,金子七海,かねこななみ,福井
5117,冨名腰桃奈,ふなこしももな,福岡
5118,野田なづき,のだなづき,佐賀
5120,山本稔太朗,やまもとじんたろう,愛知
5121,定松勇樹,さだまつゆうき,佐賀
5122,相馬翔,そうましょう,埼玉
5123,福山恵里奈,ふくやまえりな,山口
5124,上瀧絢也,じょうたきけんや,佐賀
5125,高井雄基,たかいゆうき,愛知
5126,山下大輝,やましただいき,兵庫
5127,沼田大都,ぬまたひろと,愛知
5128,坪井爽佑,つぼいそうすけ,三重
5129,山口真喜子,やまぐちまきこ,長崎
5130,上野拓馬,うえのたくま,三重
5131,江藤敦宏,えとうあつひろ,福岡
5132,中野希一,なかのきいち,埼玉
5133,堀越雄貴,ほりこしゆうき,東京
5134,大原祥昌,おおはらよしまさ,広島
5135,仲航太,なかこうた,東京
5136,濱野斗馬,はまのとうま,香川
5137,川原涼,かわはらりょう,愛知
5138,村本大成,むらもとたいせい,福岡
5139,大場恒季,おおばこうき,愛知
5140,吉田彩乃,よしだあやの,静岡
5141,大澤風葵,おおさわふうき,群馬
5142,常住蓮,つねずみれん,佐賀
5143,常盤海心,ときわかいしん,徳島
5144,中尾彩香,なかおさやか,福岡
5145,島川海輝,しまかわかいき,山口
5146,野田彩加,のだあやか,山口
5147,田中勇輔,たなかゆうすけ,埼玉
5148,松本怜,まつもとれい,福岡
5150,坂本雄紀,さかもとゆうき,群馬
5151,山下奈緒,やましたなお,大阪
5152,丸山祐也,まるやまゆうや,福岡
5153,佐藤ほのか,さとうほのか,東京
5154,村松栄太,むらまつえいた,広島
5155,内山七海,うちやまななみ,福岡
5156,坂野さくら,さかのさくら,福井
5157,市川健太,いちかわけんた,滋賀
5158,宮脇遼太,みやわきりょうた,福岡
5160,藤森陸斗,ふじもりりくと,福岡
5161,登玉隼百,とだまはやと,兵庫
5162,松尾怜実,まつおさとみ,福岡
5163,清水愛海,しみずあみ,山口
5164,森田梨湖,もりたりこ,福岡
5165,小林愛実,こばやしなるみ,岡山
5166,仲道大輔,なかみちだいすけ,愛知
5167,小川竜太朗,おがわりょうたろう,埼玉
5169,堀本翔太,ほりもとしょうた,愛知
5170,佐藤太亮,さとうたいすけ,岡山
5171,清水未唯,しみずみゆ,滋賀
5172,田村慶,たむらけい,徳島
5173,谷口佳蓮,たにぐちかれん,香川
5174,川井萌,かわいもえ,静岡
5175,島崎丈一朗,しまざきじょういちろう,東京
5176,石倉拓美,いしくらたくみ,山口
5177,松井貫太,まついかんた,福岡
5178,成貞琳平,なりさだりんぺい,愛知
5179,藤本元輝,ふじもとげんき,兵庫
5180,藤本紗弥香,ふじもとさやか,山口
5181,森智哉,もりともや,岡山
5182,宮崎安奈,みやざきあんな,埼玉
5183,中野孝二,なかのこうじ,三重
5184,飯塚響,いいづかひびき,群馬
5185,加藤優弥,かとうまさや,福井
5186,遠藤圭吾,えんどうけいご,東京
5187,小坂風太,こざかふうた,福井
5188,武井莉里佳,たけいりりか,兵庫
5189,藤原早菜,ふじわらさな,岡山
5190,大月遊雅,おおつきゆうが,東京
5191,飛田江己,とびたこうき,埼玉
5192,中尾優香,なかおゆうか,福岡
5193,米丸乃絵,よねまるのえ,福岡
5194,大久保佑香,おおくぼゆうか,埼玉
5195,北村寧々,きたむらねね,長崎
5196,鰐部太空海,わにべたくみ,愛知
5197,中野仁照,なかのよしてる,愛知
5198,奥村明日香,おくむらあすか,福岡
5199,垂水悠,たるみゆう,徳島
5200,筒井美琴,つついみこと,福岡
5201,村上宗太郎,むらかみそうたろう,東京
5202,宮崎つぐみ,みやざきつぐみ,大阪
5203,神里琴音,かみざとことね,福岡
5204,宇恵有香,うえゆうか,三重
5205,刑部亜里紗,おさかべありさ,静岡
5206,梅原祥平,うめはらしょうへい,岡山
5207,高山敬悟,たかやまけいご,福岡
5208,屋良龍紀,やらりゅうき,長崎
5209,小野京平,おのきょうへい,福岡
5210,藤井公人,ふじいなおと,福岡
5211,高井駿弥,たかいしゅんや,愛知
5212,西川拓利,にしかわたくと,福岡
5213,湯淺紀香,ゆあさのりか,群馬
5214,田中宏典,たなかこうすけ,佐賀
5215,石丸小槙,いしまるこまき,香川
5216,長谷川晴哉,はせがわせいや,群馬
5217,藤原碧生,ふじわらあおい,岡山
5218,山田理央,やまだりお,香川
5219,森口和紀,もりぐちかずき,福岡
5220,青木蓮,あおきれん,埼玉
5221,竹間隆晟,たけまりゅうせい,大阪
5222,津田陸翔,つだりくと,広島
5223,森清友翔,もりきよゆうと,福岡
5224,西岡顕心,にしおかけんしん,香川
5226,藤田俊祐,ふじたしゅんすけ,東京
5227,川原愛未,かわはらあいみ,福岡
5228,若林樹蘭,わかばやしじゅらん,東京
5229,吉川晴人,よしかわはると,滋賀
5230,石原凪紗,いしはらなぎさ,愛知
5231,寺田空詩,てらだくう,山口
5232,樅山拓馬,もみやまたくま,愛知
5234,塚越海斗,つかごしかいと,群馬
5235,岩田凌,いわたりょう,大阪
5236,小宮涼雅,こみやりょうが,岡山
5237,永松良教,ながまつりょうた,福岡
5238,笹木香吾,ささききょうご,山口
5239,上野俊樹,うえのとしき,福岡
5240,高橋龍治,たかはしりゅうじ,福岡
5241,門田栞,かどたしおり,香川
5242,高山弘斗,たかやまひろと,埼玉
5243,三馬崇史,さんばたかふみ,広島
5244,黒田剛,くろだたけし,福岡
5245,倉富大誠,くらとみたいせい,愛知
5246,楠将太郎,くすのきしょうたろう,埼玉
5247,大森翼,おおもりつばさ,兵庫
5248,本田愛,ほんだあい,静岡
5249,三木晴斗,みきはると,徳島
5250,嶋田有里,しまだゆうり,長崎
5251,沼田七華,ぬまたななか,福井
5252,荒木颯斗,あらきはやと,愛知
5253,藤井太雅,ふじいたいが,東京
5254,羽田妃希,はだきさき,愛知
5255,藤原仙二,ふじわらせんじ,滋賀
5256,中山翔太,なかやましょうた,三重
5257,西丸侑太朗,にしまるゆうたろう,香川
5258,仲本舜,なかもとしゅん,福岡
5259,野田昇吾,のだしょうご,埼玉
5261,岡暢祐,おかようすけ,長崎
5262,鈴木章司,すずきしょうじ,愛知
5263,花田凱成,はなだかいせい,福岡
5264,登みひ果,のぼりみひか,兵庫
5265,大廣咲季,おおひろさき,香川
5266,石田勇斗,いしだはやと,愛知
5267,石本裕武,いしもとひろむ,大阪
5268,山本幸也,やまもとゆきや,福岡
5269,山口晃朋,やまぐちあきとも,静岡
5270,小玉啓太,こだまけいた,佐賀
5271,杉山太陽,すぎやまたいよう,福岡
5272,松田真実,まつだまみ,愛知
5273,山下拓巳,やましたたくみ,兵庫
5274,城間盛渚,しろませいな,福岡
5275,松田淳平,まつだじゅんぺい,三重
5276,大島隆乃介,おおしまりゅうのすけ,福岡
5277,井上未都,いのうえみと,福岡
5278,田中駿兵,たなかしゅんぺい,徳島
5279,石渡翔一郎,いしわたしょういちろう,東京
5280,廣瀬凜,ひろせりん,滋賀
5281,井上遥妃,いのうえはるひ,徳島
5282,中本大樹,なかもとだいき,福井
5283,植木美帆,うえきみほ,東京
5284,嘉手苅徹哉,かでかるてつや,福岡
5285,若林麗,わかばやしれい,東京
5286,坂井滉哉,さかいこうや,福岡
5287,滝沢織寧,たきざわおりね,埼玉
5288,尾道佳諭,おのみちけいと,埼玉
5289,佃來紀,つくだらいき,大阪
5290,坂本一真,さかもとかずま,東京
5291,三嶌こころ,みしまこころ,香川
5292,佐藤右京,さとううきょう,東京
5293,眞崎武蔵,まさきむさし,静岡
5294,豊田祥生,とよだしょうき,静岡
5295,田上凜,たのうえりん,大阪
5296,永田楽,ながたらく,愛知
5297,南彩寧,みなみあやね,兵庫
5298,水谷理人,みずたにまさと,香川
5299,西丸敦基,にしまるあつき,香川
5300,横田海人,よこたかいと,愛知
5301,岩下巧斗,いわしたたくと,群馬
5302,秋末秦悟,あきすえしんご,大阪
5303,土井歩夢,どいあゆむ,福岡
5304,井田涼介,いだりょうすけ,群馬
5305,伊藤栞,いとうしおり,愛知
5306,河内悠利杏,かわちゆりあん,群馬
5307,富永夏哉人,とみながかやと,佐賀
5308,藤森拓海,ふじもりたくみ,福岡
5309,森雄利,もりゆうり,長崎
5310,土屋蘭,つちやらん,岡山
5311,小林京平,こばやしきょうへい,山口
5312,川辺郭人,かわべがくと,佐賀
5313,鈴木唯央,すずきいお,群馬
5314,中曽瑠華,なかそるか,東京
5315,浅井翼,あさいつばさ,埼玉
5316,村松将平,むらまつしょうへい,静岡
5317,長尾萌加,ながおもか,岡山
5318,河内一馬,かわうちかずま,愛知
5319,近藤颯斗,こんどうはやと,愛知
5320,岩崎麗子,いわざきれいこ,群馬
5321,一色颯輝,いっしきさつき,愛知
5322,根岸真優,ねぎしまゆ,埼玉
5323,香川陽太,かがわひなた,滋賀
5324,畑田希咲,はただきさき,兵庫
5325,澁川夏,しぶかわなつ,大阪
5326,三嶌さらら,みしまさらら,香川
5327,西田和加,にしだわか,埼玉
5328,井上慧人,いのうえけいと,福岡
5329,金子龍斗,かねこりゅうと,兵庫
5330,安河内鈴之介,やすこうちすずのすけ,福岡
5331,佐藤永梧,さとうえいご,東京
5332,村松遥輝,むらまつはるき,静岡
5333,山下智己,やましたともき,兵庫
5334,樫葉新心,かしばにこ,徳島
5335,森陽多,もりひなた,長崎
5336,瀬川大地,せがわだいち,山口
5337,出畑孝成,でばたこうせい,福岡
5338,香月大輝,かつきひろき,福岡
5339,石井伸長,いしいのぶなが,香川
5340,樋江井舞,ひえいまい,愛知
5341,山道諄也,さんどうじゅんや,群馬
5342,原村百那,はらむらももな,山口
5343,小林礼央,こばやしれお,広島
5344,谷口丞,たにぐちじょう,滋賀
5345,牧村俊輝,まきむらとしき,愛知
5346,中村紋夕梨,なかむらあゆり,愛知
5347,井澤聖奈,いさわせな,愛知
5348,小林甘寧,こばやしかんねい,広島
5349,宮崎奏磨,みやざきそうま,静岡
5350,網代良芽,あじろりょうが,兵庫
5351,齊藤廉,さいとうれん,福岡
5352,西岡蒼志,にしおかそうし,香川
5353,草川壮良,くさかわそら,滋賀
5354,渡邊雄斗,わたなべゆうと,三重
5355,萩原丈太朗,はぎはらじょうたろう,福井
5356,長谷川暖,はせがわひなた,岡山
5357,田中瀬里奈,たなかせりな,埼玉
5358,増本杏珠,ますもとあんじゅ,福岡
5359,佐藤世那,さとうせな,東京
5360,高木茉白,たかぎましろ,埼玉
5361,植竹玲奈,うえたけれな,東京
5362,中嶋世奈,なかじませな,静岡
5363,山本凱立,やまもとかいり,広島
5364,金子怜央,かねこれお,群馬
5365,石村日奈那,いしむらひなな,東京
5366,塩嶋泰空,しおじまやすひろ,福井
5367,赤松咲香,あかまつさやか,徳島
5368,宮崎心之介,みやざきしんのすけ,埼玉
5369,岡崎凪汰,おかざきなぎた,長崎
5370,日隈茜,ひぐまあかね,福岡
5371,早川颯太,はやかわそうた,東京
5372,上岡巧汰,うえおかこうた,広島
5373,諏訪玲奈,すわれいな,岡山
5374,木山大聖,きやまたいせい,岡山
5375,庄島潤成,しょうじまじゅんせい,山口
5376,吉田一心,よしだいっしん,大阪
5377,鳥居塚嶺王,とりいづかねお,群馬
5378,鈴木結平太,すずききっぺいた,静岡
5379,廣部大明,ひろべたいめい,滋賀
5380,野田亜湖,のだあこ,徳島
5381,有山望,ありやまのぞむ,大阪
5382,山下心一,やましたしんいち,福岡
5383,中村楓,なかむらかえで,三重
5384,八戸琉楓,やえりふう,長崎
5385,鈴木柊介,すずきしゅうすけ,静岡
5386,米玉利大悟,よねたまりだいご,兵庫
5387,戸田海咲音,とだみさと,山口
5388,佐野優都,さのゆうと,徳島
5389,恵良琴美,えらことみ,福岡
5390,高橋涼夏,たかはしすずか,群馬
5391,出穂和鼓,いずほわこ,山口
5392,安武一也,やすたけかずや,福岡
5393,藤原駿,ふじはらしゅん,大阪
5394,福西広太郎,ふくにしこうたろう,埼玉
5395,日高龍之介,ひだかりゅうのすけ,佐賀
5396,近藤来希,こんどうらいき,兵庫
5397,寺田夢生,てらだむう,山口
5398,鐘ヶ江真司,かねがえしんじ,福岡
5399,長野未来,ながのみらい,三重
5400,高村諒,たかむらりょう,滋賀
5401,谷海夏人,たにみなと,広島
5402,塚越陸斗,つかごしりくと,群馬
5403,藤山湧太,ふじやまゆうた,徳島
5404,内田壮,うちだそう,山口
5405,竹内来,たけうちらい,愛知
5406,小畑楓夏,おばたふうか,山口
5407,中岡駿,なかおかしゅん,香川
5408,中山鷹輔,なかやまおうすけ,福岡
5409,宮本琉正,みやもとりゅうせい,福岡
5410,今泉澪,いまいずみみお,愛知
5411,木下虎之輔,きのしたとらのすけ,東京
5412,久保田凪紗,くぼたなぎさ,佐賀
5413,宮城那菜,みやぎなな,福岡
5414,中澤英里,なかざわえり,埼玉
5415,阿部未侑,あべみひろ,東京
5416,龍田真白,たつだましろ,三重
5417,小柳勝希,こやなぎかつき,佐賀
5418,堀内亜海,ほりうちあみ,大阪
5419,櫻井隼,さくらいはやと,埼玉
5420,吉原快誓,よしはらかいせい,長崎
